2,11,30
3,11,30
4,11,30
5,11,30
6,11,30
7,11,30
8,11,30
9,11,30
10,11,30
11,11,30
12,11,30
13,11,30
14,11,30
15,11,30
16,11,30
17,11,30
18,11,30
19,11,30
20,11,30
21,11,30
22,11,30
23,11,30
24,11,30
25,11,30
26,11,30
26,12,30
25,12,30
24,12,30
23,12,30
22,12,30
21,12,30
20,12,30
19,12,30
18,12,30
17,12,30
16,12,30
15,12,30
14,12,30
13,12,30
12,12,30
11,12,30
10,12,30
9,12,30
8,12,30
7,12,30
6,12,30
5,12,30
4,12,30
3,12,30
2,12,30
2,13,30
3,13,30
4,13,30
5,13,30
6,13,30
7,13,30
8,13,30
9,13,30
10,13,30
11,13,30
12,13,30
13,13,30
14,13,30
15,13,30
16,13,30
17,13,30
18,13,30
19,13,30
20,13,30
21,13,30
22,13,30
23,13,30
24,13,30
25,13,30
26,13,30
26,14,30
25,14,30
24,14,30
23,14,30
22,14,30
21,14,30
20,14,30
19,14,30
18,14,30
17,14,30
16,14,30
15,14,30
14,14,30
13,14,30
12,14,30
11,14,30
10,14,30
9,14,30
8,14,30
7,14,30
6,14,30
5,14,30
4,14,30
3,14,30
2,14,30
2,15,30
3,15,30
4,15,30
5,15,30
6,15,30
7,15,30
8,15,30
9,15,30
10,15,30
11,15,30
12,15,30
13,15,30
14,15,30
15,15,30
16,15,30
17,15,30
18,15,30
19,15,30
20,15,30
21,15,30
22,15,30
23,15,30
24,15,30
25,15,30
26,15,30
26,16,30
25,16,30
24,16,30
23,16,30
22,16,30
21,16,30
2,16,30
19,16,30
18,16,30
17,16,30
16,16,30
15,16,30
14,16,30
13,16,30
12,16,30
11,16,30
10,16,30
9,16,30
8,16,30
7,16,30
6,16,30
5,16,30
4,16,30
3,16,30
2,16,30
2,17,30
3,17,30
4,17,30
5,17,30
6,17,30
7,17,30
8,17,30
9,17,30
10,17,30
11,17,30
12,17,30
13,17,30
14,17,30
15,17,30
16,17,30
17,17,30
18,17,30
19,17,30
20,17,30
21,17,30
22,17,30
23,17,30
24,17,30
25,17,30
26,17,30
26,18,30
25,18,30
24,18,30
23,18,30
22,18,30
21,18,30
20,18,30
19,18,30
18,18,30
17,18,30
16,18,30
15,18,30
14,18,30
13,18,30
12,18,30
11,18,30
10,18,30
9,18,30
8,18,30
7,18,30
